ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1639	2	2	2	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
1640	14	1	1	0.000000	18.928571	18.928571	0.000000	0.000000	0	0	0
1641	7	1	2	0.000000	18.285714	18.285714	0.000000	0.000000	0	0	0
1642	1	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1643	1	1	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
1644	1	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1645	2	1	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
1646	8	1	1	0.000000	16.750000	16.125000	0.000000	0.000000	0	0	0
1647	12	1	1	0.000000	15.583333	15.166667	0.000000	0.000000	0	0	0
1648	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1649	7	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
1650	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1651	21	1	1	0.000000	11.238095	11.238095	0.000000	0.000000	0	0	0
1652	11	1	1	0.000000	21.454545	17.636364	0.000000	0.000000	0	0	0
1653	1	2	3	0.000000	52.000000	23.000000	0.000000	0.000000	0	0	0
1654	11	1	1	0.000000	25.363636	23.909091	0.000000	0.000000	0	0	0
1655	15	2	2	0.000000	26.666667	25.933333	0.000000	0.000000	0	0	0
1656	11	1	1	0.000000	25.090909	25.090909	0.000000	0.000000	0	0	0
1657	11	1	2	0.000000	25.363636	25.363636	0.000000	0.000000	0	0	0
1658	1	2	1	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
1659	3	1	1	0.000000	22.333333	22.333333	0.000000	0.000000	0	0	0
1660	1	1	3	0.000000	53.000000	53.000000	0.000000	0.000000	0	0	0
1661	1	3	2	0.000000	52.000000	52.000000	0.000000	0.000000	0	0	0
1662	4	1	1	0.000000	22.750000	22.750000	0.000000	0.000000	0	0	0
1663	5	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1664	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1665	1	2	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
1666	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1667	1	3	2	0.000000	40.000000	34.000000	0.000000	0.000000	0	0	0
1668	1	2	1	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
1669	1	2	3	0.000000	17.000000	16.000000	0.000000	0.000000	0	0	0
1670	1	3	5	0.000000	20.000000	18.000000	0.000000	0.000000	0	0	0
1671	2	2	1	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
1672	1	1	2	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
1673	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1674	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1675	6	1	1	0.000000	17.333333	17.333333	0.000000	0.000000	0	0	0
1676	4	2	2	0.000000	37.500000	37.500000	0.000000	0.000000	0	0	0
1677	1	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1678	1	3	1	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
1679	18	2	1	0.000000	20.333333	19.833333	0.000000	0.000000	0	0	0
1680	10	1	1	0.000000	21.300000	21.100000	0.000000	0.000000	0	0	0
1681	1	2	2	0.000000	49.000000	47.000000	0.000000	0.000000	0	0	0
1682	9	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
1683	18	2	2	0.000000	21.888889	19.833333	0.000000	0.000000	0	0	0
1684	3	1	1	0.000000	21.333333	19.333333	0.000000	0.000000	0	0	0
1685	1	2	2	0.000000	22.000000	21.000000	0.000000	0.000000	0	0	0
1686	6	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1687	19	1	2	0.000000	20.052632	19.578947	0.000000	0.000000	0	0	0
1688	13	2	2	0.000000	20.384615	19.076923	0.000000	0.000000	0	0	0
1689	3	2	1	0.000000	17.333333	14.666667	0.000000	0.000000	0	0	0
1690	7	1	1	0.000000	16.714286	15.714286	0.000000	0.000000	0	0	0
1691	1	1	2	0.000000	17.000000	16.000000	0.000000	0.000000	0	0	0
1692	7	2	2	0.000000	19.000000	18.571429	0.000000	0.000000	0	0	0
1693	5	1	1	0.000000	18.800000	18.800000	0.000000	0.000000	0	0	0
1694	3	2	2	0.000000	35.666667	35.666667	0.000000	0.000000	0	0	0
1695	1	2	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
1696	2	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1697	6	2	2	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
1698	8	1	1	0.000000	25.625000	25.625000	0.000000	0.000000	0	0	0
1699	3	1	2	0.000000	25.666667	25.666667	0.000000	0.000000	0	0	0
1700	2	1	2	0.000000	26.500000	26.500000	0.000000	0.000000	0	0	0
1701	18	1	1	0.000000	11.944444	11.944444	0.000000	0.000000	0	0	0
1702	1	2	2	0.000000	34.000000	33.000000	0.000000	0.000000	0	0	0
1703	2	2	2	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
1704	1	2	2	0.000000	35.000000	35.000000	0.000000	0.000000	0	0	0
1705	2	2	1	0.000000	33.500000	32.500000	0.000000	0.000000	0	0	0
1706	10	1	1	0.000000	9.900000	9.200000	0.000000	0.000000	0	0	0
1707	1	2	2	0.000000	11.000000	10.000000	0.000000	0.000000	0	0	0
1708	2	1	1	0.000000	10.000000	9.000000	0.000000	0.000000	0	0	0
1709	3	1	2	0.000000	15.000000	10.333333	0.000000	0.000000	0	0	0
1710	3	1	1	0.000000	8.333333	8.333333	0.000000	0.000000	0	0	0
1711	1	2	2	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
1712	7	1	1	0.000000	7.571429	7.571429	0.000000	0.000000	0	0	0
1713	6	1	2	0.000000	8.500000	8.500000	0.000000	0.000000	0	0	0
1714	3	1	2	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
1715	5	2	1	0.000000	8.800000	8.800000	0.000000	0.000000	0	0	0
1716	5	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1717	2	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1718	3	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1719	13	1	3	0.000000	19.846154	19.538462	0.000000	0.000000	0	0	0
1720	1	2	3	0.000000	55.000000	55.000000	0.000000	0.000000	0	0	0
1721	1	2	1	0.000000	53.000000	53.000000	0.000000	0.000000	0	0	0
1722	1	2	1	0.000000	35.000000	35.000000	0.000000	0.000000	0	0	0
1723	1	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1724	4	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1725	1	2	2	0.000000	38.000000	37.000000	0.000000	0.000000	0	0	0
1726	8	1	1	0.000000	23.625000	23.500000	0.000000	0.000000	0	0	0
1727	1	3	8	0.000000	360.000000	72.000000	0.000000	0.000000	0	0	0
1728	1	3	4	0.000000	306.000000	58.000000	0.000000	0.000000	0	0	0
1729	5	2	1	0.000000	24.800000	24.400000	0.000000	0.000000	0	0	0
1730	1	2	3	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
1731	11	2	1	0.000000	26.727273	25.727273	0.000000	0.000000	0	0	0
1732	3	2	1	0.000000	26.000000	25.333333	0.000000	0.000000	0	0	0
1733	4	1	1	0.000000	22.500000	22.500000	0.000000	0.000000	0	0	0
1734	2	1	2	0.000000	24.000000	23.500000	0.000000	0.000000	0	0	0
1735	1	1	2	0.000000	111.000000	29.000000	0.000000	0.000000	0	0	0
1736	1	2	2	0.000000	32.000000	32.000000	0.000000	0.000000	0	0	0
1737	1	2	3	0.000000	38.000000	38.000000	0.000000	0.000000	0	0	0
1738	2	2	1	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
1739	2	3	2	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
1740	1	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
1741	1	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
1742	3	1	2	0.000000	22.333333	22.333333	0.000000	0.000000	0	0	0
1743	18	1	1	0.000000	16.555556	14.000000	0.000000	0.000000	0	0	0
1744	1	1	2	0.000000	19.000000	18.000000	0.000000	0.000000	0	0	0
1745	2	2	3	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
1746	3	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1747	1	2	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
1748	3	2	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1749	10	1	1	0.000000	19.000000	17.600000	0.000000	0.000000	0	0	0
1750	1	1	2	0.000000	20.000000	18.000000	0.000000	0.000000	0	0	0
1751	3	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
1752	1	2	2	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
1753	6	4	1	0.000000	23.666667	23.666667	0.000000	0.000000	0	0	0
1754	3	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1755	3	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1756	1	2	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1757	2	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1758	1	2	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1759	1	2	4	0.000000	27.000000	25.000000	0.000000	0.000000	0	0	0
1760	5	2	1	0.000000	26.400000	24.800000	0.000000	0.000000	0	0	0
1761	7	1	1	0.000000	25.142857	25.142857	0.000000	0.000000	0	0	0
1762	4	1	2	0.000000	25.750000	25.750000	0.000000	0.000000	0	0	0
1763	9	2	2	0.000000	27.222222	27.222222	0.000000	0.000000	0	0	0
1764	5	1	1	0.000000	24.400000	22.400000	0.000000	0.000000	0	0	0
1765	1	2	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
1766	1	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
1767	8	2	2	0.000000	11.875000	11.875000	0.000000	0.000000	0	0	0
1768	12	2	1	0.000000	25.166667	24.500000	0.000000	0.000000	0	0	0
1769	2	1	1	0.000000	24.500000	24.500000	0.000000	0.000000	0	0	0
1770	2	2	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
1771	7	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1772	6	1	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1773	2	3	2	0.000000	44.000000	44.000000	0.000000	0.000000	0	0	0
1774	1	2	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
1775	1	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1776	26	1	1	0.000000	26.615385	26.192308	0.000000	0.000000	0	0	0
1777	1	2	2	0.000000	30.000000	30.000000	0.000000	0.000000	0	0	0
1778	6	2	1	0.000000	30.333333	29.500000	0.000000	0.000000	0	0	0
1779	6	2	1	0.000000	33.000000	31.166667	0.000000	0.000000	0	0	0
1780	6	2	1	0.000000	29.166667	28.166667	0.000000	0.000000	0	0	0
1781	2	1	1	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
1782	1	1	2	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
1783	1	1	1	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
1784	6	1	2	0.000000	28.666667	28.166667	0.000000	0.000000	0	0	0
1785	1	1	2	0.000000	30.000000	29.000000	0.000000	0.000000	0	0	0
1786	14	1	2	0.000000	30.714286	26.928571	0.000000	0.000000	0	0	0
1787	35	1	1	0.000000	24.628571	23.457143	0.000000	0.000000	0	0	0
1788	2	1	1	0.000000	13.000000	10.500000	0.000000	0.000000	0	0	0
1789	1	4	5	0.000000	37.000000	13.000000	0.000000	0.000000	0	0	0
1790	1	2	1	0.000000	14.000000	10.000000	0.000000	0.000000	0	0	0
1791	2	2	1	0.000000	13.500000	7.500000	0.000000	0.000000	0	0	0
1792	4	1	1	0.000000	11.250000	11.250000	0.000000	0.000000	0	0	0
1793	9	2	2	0.000000	15.333333	12.777778	0.000000	0.000000	0	0	0
1794	3	2	1	0.000000	15.000000	14.000000	0.000000	0.000000	0	0	0
1795	1	1	1	0.000000	11.000000	10.000000	0.000000	0.000000	0	0	0
1796	1	2	2	0.000000	12.000000	11.000000	0.000000	0.000000	0	0	0
1797	3	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
1798	1	2	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
1799	1	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1800	1	2	2	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
1801	2	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1802	1	1	2	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
1803	25	1	1	0.000000	18.680000	17.520000	0.000000	0.000000	0	0	0
1804	43	1	1	0.000000	7.139535	6.534884	0.000000	0.000000	0	0	0
1805	1	2	3	0.000000	35.000000	15.000000	0.000000	0.000000	0	0	0
1806	9	1	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
1807	1	2	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
1808	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1809	1	2	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1810	2	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
1811	2	2	1	0.000000	17.500000	17.500000	0.000000	0.000000	0	0	0
1812	18	1	1	0.000000	21.222222	21.222222	0.000000	0.000000	0	0	0
1813	1	2	2	0.000000	33.000000	31.000000	0.000000	0.000000	0	0	0
1814	5	2	1	0.000000	26.400000	24.600000	0.000000	0.000000	0	0	0
1815	4	1	1	0.000000	26.500000	25.000000	0.000000	0.000000	0	0	0
1816	3	1	1	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
1817	1	1	1	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
1818	1	3	3	0.000000	48.000000	45.000000	0.000000	0.000000	0	0	0
1819	7	2	1	0.000000	28.714286	28.714286	0.000000	0.000000	0	0	0
1820	13	1	1	0.000000	25.692308	23.538462	0.000000	0.000000	0	0	0
1821	18	1	2	0.000000	26.333333	26.055556	0.000000	0.000000	0	0	0
1822	1	5	4	0.000000	206.000000	88.000000	0.000000	0.000000	0	0	0
1823	80	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1824	12	1	1	0.000000	13.250000	12.333333	0.000000	0.000000	0	0	0
1825	43	1	2	0.000000	14.279070	13.790698	0.000000	0.000000	0	0	0
1826	2	2	2	0.000000	13.500000	13.500000	0.000000	0.000000	0	0	0
1827	27	1	1	0.000000	14.037037	13.703704	0.000000	0.000000	0	0	0
1828	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
1829	9	1	1	0.000000	13.888889	13.888889	0.000000	0.000000	0	0	0
1830	21	1	2	0.000000	26.761905	26.047619	0.000000	0.000000	0	0	0
1831	1	1	2	0.000000	30.000000	29.000000	0.000000	0.000000	0	0	0
1832	1	2	2	0.000000	46.000000	44.000000	0.000000	0.000000	0	0	0
1833	1	2	1	0.000000	45.000000	43.000000	0.000000	0.000000	0	0	0
1834	46	1	1	0.000000	29.108696	28.956522	0.000000	0.000000	0	0	0
1835	5	2	1	0.000000	6.000000	5.000000	0.000000	0.000000	0	0	0
1836	2	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1837	3	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1838	10	1	1	0.000000	3.600000	3.000000	0.000000	0.000000	0	0	0
1839	6	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
1840	4	2	3	0.000000	10.250000	10.250000	0.000000	0.000000	0	0	0
1841	1	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
1842	1	1	2	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
1843	1	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
1844	1	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1845	2	1	1	0.000000	11.500000	11.000000	0.000000	0.000000	0	0	0
1846	1	2	2	0.000000	14.000000	13.000000	0.000000	0.000000	0	0	0
1847	2	2	3	0.000000	109.500000	31.000000	0.000000	0.000000	0	0	0
1848	1	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
1849	3	1	1	0.000000	10.333333	10.333333	0.000000	0.000000	0	0	0
1850	3	1	1	0.000000	19.666667	18.333333	0.000000	0.000000	0	0	0
1851	1	1	2	0.000000	20.000000	18.000000	0.000000	0.000000	0	0	0
1852	1	2	1	0.000000	21.000000	18.000000	0.000000	0.000000	0	0	0
1853	2	1	1	0.000000	21.000000	18.000000	0.000000	0.000000	0	0	0
1854	1	2	4	0.000000	25.000000	20.000000	0.000000	0.000000	0	0	0
1855	1	3	3	0.000000	36.000000	19.000000	0.000000	0.000000	0	0	0
1856	1	2	1	0.000000	22.000000	15.000000	0.000000	0.000000	0	0	0
1857	1	2	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
1858	10	1	1	0.000000	20.000000	19.600000	0.000000	0.000000	0	0	0
1859	1	2	2	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
1860	1	3	2	0.000000	21.000000	20.000000	0.000000	0.000000	0	0	0
1861	1	2	2	0.000000	21.000000	20.000000	0.000000	0.000000	0	0	0
1862	1	2	2	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
1863	1	2	3	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
1864	1	1	1	0.000000	18.000000	17.000000	0.000000	0.000000	0	0	0
1865	1	3	3	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
1866	1	2	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
1867	1	1	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
1868	8	2	1	0.000000	19.125000	19.125000	0.000000	0.000000	0	0	0
1869	3	1	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
1870	1	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1871	1	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1872	1	1	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
1873	1	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
1874	1	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1875	2	1	1	0.000000	23.500000	23.500000	0.000000	0.000000	0	0	0
1876	1	2	2	0.000000	53.000000	53.000000	0.000000	0.000000	0	0	0
1877	3	3	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1878	1	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
1879	4	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1880	1	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1881	4	1	1	0.000000	22.500000	22.500000	0.000000	0.000000	0	0	0
1882	11	1	1	0.000000	17.454545	15.636364	0.000000	0.000000	0	0	0
1883	6	1	2	0.000000	18.500000	18.166667	0.000000	0.000000	0	0	0
1884	1	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
1885	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1886	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1887	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1888	1	2	3	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1889	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1890	1	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1891	1	2	3	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1892	6	1	1	0.000000	1.166667	1.166667	0.000000	0.000000	0	0	0
1893	3	1	1	0.000000	1.666667	1.666667	0.000000	0.000000	0	0	0
1894	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1895	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1896	1	2	3	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1897	1	2	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
1898	1	4	3	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
1899	1	2	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1900	2	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1901	1	1	3	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
1902	1	2	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
1903	3	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1904	1	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
1905	5	1	3	0.000000	29.200000	29.200000	0.000000	0.000000	0	0	0
1906	6	1	2	0.000000	28.666667	28.666667	0.000000	0.000000	0	0	0
1907	7	2	1	0.000000	26.714286	25.714286	0.000000	0.000000	0	0	0
1908	9	2	1	0.000000	20.222222	19.444444	0.000000	0.000000	0	0	0
1909	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1910	4	1	1	0.000000	14.500000	13.500000	0.000000	0.000000	0	0	0
1911	7	1	2	0.000000	15.714286	15.714286	0.000000	0.000000	0	0	0
1912	1	2	3	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
1913	7	1	1	0.000000	15.571429	15.571429	0.000000	0.000000	0	0	0
1914	4	1	2	0.000000	15.500000	15.250000	0.000000	0.000000	0	0	0
1915	11	2	2	0.000000	14.636364	13.727273	0.000000	0.000000	0	0	0
1916	10	2	2	0.000000	26.800000	26.800000	0.000000	0.000000	0	0	0
1917	11	1	1	0.000000	24.636364	24.000000	0.000000	0.000000	0	0	0
1918	10	2	2	0.000000	24.400000	23.800000	0.000000	0.000000	0	0	0
1919	2	2	1	0.000000	24.500000	24.500000	0.000000	0.000000	0	0	0
1920	4	2	1	0.000000	20.500000	20.500000	0.000000	0.000000	0	0	0
1921	5	1	1	0.000000	18.200000	18.200000	0.000000	0.000000	0	0	0
1922	2	1	2	0.000000	19.500000	19.500000	0.000000	0.000000	0	0	0
1923	2	2	2	0.000000	21.500000	21.000000	0.000000	0.000000	0	0	0
1924	2	1	1	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
1925	2	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1926	5	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1927	1	3	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1928	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1929	1	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1930	1	2	3	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
1931	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1932	1	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1933	1	2	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
1934	1	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1935	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
1936	3	1	1	0.000000	82.000000	20.000000	0.000000	0.000000	0	0	0
1937	1	2	2	0.000000	146.000000	92.000000	0.000000	0.000000	0	0	0
1938	1	2	2	0.000000	157.000000	103.000000	0.000000	0.000000	0	0	0
1939	1	1	1	0.000000	154.000000	100.000000	0.000000	0.000000	0	0	0
1940	1	2	2	0.000000	154.000000	100.000000	0.000000	0.000000	0	0	0
1941	1	3	2	0.000000	143.000000	82.000000	0.000000	0.000000	0	0	0
1942	1	2	2	0.000000	144.000000	82.000000	0.000000	0.000000	0	0	0
1943	1	2	1	0.000000	131.000000	53.000000	0.000000	0.000000	0	0	0
1944	1	2	2	0.000000	128.000000	52.000000	0.000000	0.000000	0	0	0
1945	1	3	3	0.000000	132.000000	30.000000	0.000000	0.000000	0	0	0
1946	1	3	5	0.000000	167.000000	46.000000	0.000000	0.000000	0	0	0
1947	1	2	2	0.000000	146.000000	40.000000	0.000000	0.000000	0	0	0
1948	7	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1949	5	1	2	0.000000	19.600000	19.600000	0.000000	0.000000	0	0	0
1950	1	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1951	4	1	1	0.000000	19.750000	19.750000	0.000000	0.000000	0	0	0
1952	1	1	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1953	1	2	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
1954	1	1	2	0.000000	31.000000	31.000000	0.000000	0.000000	0	0	0
1955	11	1	1	0.000000	16.636364	16.636364	0.000000	0.000000	0	0	0
1956	1	1	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
1957	85	2	2	0.000000	21.870588	21.317647	0.000000	0.000000	0	0	0
1958	8	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
1959	1	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
1960	1	2	3	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
1961	1	2	3	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
1962	1	2	3	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
1963	1	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1964	1	2	3	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
1965	5	1	1	0.000000	19.400000	19.400000	0.000000	0.000000	0	0	0
1966	23	1	1	0.000000	18.434783	18.434783	0.000000	0.000000	0	0	0
1967	8	1	1	0.000000	19.875000	19.875000	0.000000	0.000000	0	0	0
1968	1	1	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
1969	2	2	2	0.000000	31.500000	31.500000	0.000000	0.000000	0	0	0
1970	2	2	2	0.000000	28.000000	28.000000	0.000000	0.000000	0	0	0
1971	4	2	1	0.000000	26.750000	26.750000	0.000000	0.000000	0	0	0
1972	7	1	1	0.000000	25.857143	25.857143	0.000000	0.000000	0	0	0
1973	1	2	2	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
1974	3	1	1	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
1975	5	3	1	0.000000	193.200000	41.400000	0.000000	0.000000	0	0	0
1976	6	1	1	0.000000	25.666667	25.666667	0.000000	0.000000	0	0	0
1977	1	2	3	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
1978	6	1	1	0.000000	28.333333	27.833333	0.000000	0.000000	0	0	0
1979	1	2	3	0.000000	414.000000	44.000000	0.000000	0.000000	0	0	0
1980	1	3	1	0.000000	368.000000	46.000000	0.000000	0.000000	0	0	0
1981	0	5	2	Inf	Inf	Inf	Inf	Inf	0	0	0
1982	1	2	4	0.000000	97.000000	27.000000	0.000000	0.000000	0	0	0
1983	7	1	2	0.000000	55.285714	42.571429	0.000000	0.000000	0	0	0
1984	13	2	1	0.000000	14.076923	13.461538	0.000000	0.000000	0	0	0
1985	13	1	1	0.000000	13.538462	13.538462	0.000000	0.000000	0	0	0
1986	1	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
